Transaction_ID,Customer_ID,Transaction_Date,Product_ID,Product_Name,Category,Price,Quantity,Total_Spending,Payment_Method,Store_Location,Device_Used,Discount_Applied,Customer_Age,Customer_Gender,Customer_Income,Membership_Level,Rating,Return_Flag
TXN044111,CUST00842,2021-12-15,P0150,Product_66,Toys,673.65,2.0,1347.3,PayPal,New York,Desktop,5.0,69,Non-Binary,100000.0,Platinum,5.0,No
TXN075182,CUST00020,2021-05-04,P0190,Product_34,Grocery,670.06,1.0,670.06,Card,New York,Mobile,5.0,32,Female,100000.0,Platinum,2.0,No
TXN078250,CUST02508,2023-10-11,P0106,Product_76,Grocery,258.01,4.0,1032.04,PayPal,Seattle,Desktop,0.0,41,Female,125000.0,Platinum,3.0,No
TXN061839,CUST01088,2021-02-12,P0195,Product_1,Books,1851.95,3.0,5555.85,Card,San Francisco,Mobile,20.0,49,Female,75000.0,Gold,3.0,No
TXN060892,CUST03642,2023-01-17,P0111,Product_82,Beauty,1804.58,3.0,5413.74,Card,Los Angeles,Desktop,5.0,60,Non-Binary,35000.0,Gold,2.0,No
TXN018104,CUST01816,2021-11-08,P0167,Product_135,Home & Kitchen,353.11,1.0,353.11,Card,Chicago,Mobile,10.0,41,Non-Binary,35000.0,Gold,5.0,No
TXN023780,CUST02152,2021-04-24,P0094,Product_62,Home & Kitchen,53.8,3.0,161.4,Card,Seattle,Desktop,5.0,21,Non-Binary,75000.0,Silver,3.0,No
TXN042799,CUST00281,2022-11-13,P0055,Product_3,Books,625.02,3.0,1875.06,Card,Houston,Mobile,20.0,49,Non-Binary,35000.0,Bronze,2.0,No
TXN034547,CUST03979,2021-08-12,P0117,Product_172,Home & Kitchen,1555.36,1.0,1555.36,PayPal,Los Angeles,Desktop,0.0,18,Non-Binary,100000.0,Platinum,4.0,No
TXN048053,CUST02067,2022-09-28,P0083,Product_96,Home & Kitchen,1551.72,4.0,6206.88,PayPal,Miami,Desktop,5.0,63,Female,75000.0,Gold,2.0,No
TXN044534,CUST02328,2023-03-21,P0157,Product_188,Sports,1152.31,2.0,2304.62,PayPal,New York,Desktop,10.0,65,Non-Binary,35000.0,Platinum,3.0,No
TXN051902,CUST00258,2023-12-31,P0078,Product_187,Sports,300.83,1.0,300.83,Card,Chicago,Mobile,5.0,61,Female,75000.0,Gold,4.0,No
TXN045657,CUST00517,2022-07-01,P0016,Product_63,Beauty,89.74,2.0,179.48,Card,Los Angeles,Mobile,10.0,61,Male,100000.0,Platinum,3.0,No
TXN083106,CUST03115,2021-10-07,P0045,Product_187,Beauty,857.73,1.0,857.73,Card,Houston,Mobile,0.0,69,Male,75000.0,Platinum,3.0,No
TXN098643,CUST02408,2022-06-14,P0199,Product_61,Toys,671.69,1.0,671.69,PayPal,Seattle,Mobile,5.0,35,Female,75000.0,Platinum,1.0,No
TXN066150,CUST00535,2022-02-01,P0197,Product_120,Grocery,1300.63,1.0,1300.63,Card,Los Angeles,Desktop,10.0,35,Female,100000.0,Silver,2.0,No
TXN016043,CUST00162,2023-05-21,P0168,Product_41,Electronics,546.37,2.0,1092.74,Card,San Francisco,Mobile,10.0,37,Female,125000.0,Silver,4.0,No
TXN023627,CUST03986,2022-10-28,P0003,Product_39,Toys,1509.05,3.0,4527.15,Card,Houston,Desktop,20.0,52,Non-Binary,75000.0,Gold,1.0,No
TXN084120,CUST01594,2021-12-31,P0008,Product_41,Sports,412.34,2.0,824.68,Card,San Francisco,Mobile,5.0,55,Non-Binary,100000.0,Gold,5.0,No
TXN064598,CUST00247,2022-01-23,P0168,Product_145,Sports,1698.56,2.0,3397.12,PayPal,New York,Desktop,20.0,41,Female,35000.0,Silver,3.0,No
TXN056216,CUST01818,2023-11-30,P0182,Product_30,Books,171.02,1.0,171.02,Card,Houston,Mobile,0.0,21,Female,35000.0,Silver,3.0,No
TXN039257,CUST02214,2021-06-04,P0065,Product_127,Electronics,277.07,1.0,277.07,Card,Houston,Desktop,10.0,33,Male,35000.0,Gold,4.0,Yes
TXN069681,CUST04570,2021-05-31,P0040,Product_38,Electronics,1469.09,1.0,1469.09,Card,San Francisco,Desktop,0.0,58,Male,50000.0,Bronze,3.0,No
TXN014686,CUST00910,2023-04-19,P0111,Product_34,Fashion,45.07,1.0,45.07,Card,Chicago,Desktop,10.0,57,Female,125000.0,Silver,1.0,No
TXN074491,CUST01062,2023-04-10,P0143,Product_122,Home & Kitchen,632.79,1.0,632.79,Card,Boston,Mobile,0.0,37,Non-Binary,50000.0,Bronze,3.0,No
TXN022114,CUST04087,2022-01-23,P0179,Product_13,Fashion,1407.29,2.0,2814.58,Card,San Francisco,Desktop,20.0,74,Non-Binary,50000.0,Silver,5.0,No
TXN078636,CUST01448,2021-12-29,P0057,Product_186,Beauty,697.38,4.0,2789.52,PayPal,New York,Desktop,0.0,40,Female,125000.0,Platinum,5.0,No
TXN028397,CUST02467,2023-05-31,P0012,Product_60,Sports,46.93,1.0,46.93,Card,Los Angeles,Desktop,0.0,26,Male,125000.0,Platinum,2.0,No
TXN025083,CUST03874,2023-02-19,P0132,Product_60,Sports,434.13,4.0,1736.52,Card,Chicago,Desktop,20.0,59,Non-Binary,100000.0,Bronze,4.0,No
TXN043456,CUST01682,2023-02-18,P0124,Product_3,Electronics,815.82,3.0,2447.46,Card,San Francisco,Desktop,10.0,20,Non-Binary,35000.0,Silver,2.0,No
TXN068708,CUST01750,2022-09-12,P0151,Product_49,Fashion,612.34,4.0,2449.36,Card,San Francisco,Desktop,10.0,35,Male,75000.0,Silver,1.0,No
TXN045062,CUST00176,2023-05-25,P0087,Product_68,Home & Kitchen,1839.5,4.0,7358.0,Card,Chicago,Mobile,20.0,53,Female,125000.0,Bronze,4.0,No
TXN065736,CUST03852,2022-11-13,P0166,Product_15,Books,311.14,4.0,1244.56,Card,Miami,Mobile,5.0,23,Male,100000.0,Silver,2.0,No
TXN097816,CUST02733,2021-05-20,P0074,Product_122,Toys,1062.67,2.0,2125.34,PayPal,Los Angeles,Desktop,10.0,70,Male,50000.0,Gold,3.0,No
TXN084881,CUST01341,2022-03-31,P0162,Product_185,Grocery,1440.95,1.0,1440.95,Card,Los Angeles,Desktop,5.0,18,Non-Binary,125000.0,Gold,2.0,No
TXN070520,CUST00827,2022-12-11,P0078,Product_199,Toys,154.0,4.0,616.0,Card,Seattle,Mobile,0.0,72,Male,50000.0,Silver,5.0,No
TXN004254,CUST03125,2023-07-07,P0143,Product_31,Fashion,41.79,3.0,125.37,PayPal,Boston,Mobile,20.0,52,Non-Binary,75000.0,Gold,5.0,No
TXN071582,CUST02881,2023-08-16,P0195,Product_145,Beauty,53.1,2.0,106.2,PayPal,Seattle,Desktop,0.0,29,Non-Binary,50000.0,Platinum,4.0,No
TXN049303,CUST02982,2023-06-24,P0096,Product_25,Beauty,1015.58,4.0,4062.32,PayPal,San Francisco,Mobile,10.0,27,Male,125000.0,Silver,1.0,No
TXN009289,CUST03734,2022-06-04,P0038,Product_136,Sports,822.0,1.0,822.0,Card,Seattle,Mobile,10.0,52,Female,50000.0,Bronze,1.0,Yes
TXN056759,CUST01837,2022-10-02,P0182,Product_30,Grocery,1514.03,3.0,4542.09,Card,San Francisco,Mobile,10.0,48,Non-Binary,35000.0,Gold,2.0,No
TXN055380,CUST01828,2021-07-29,P0099,Product_107,Books,1238.39,4.0,4953.56,PayPal,Chicago,Desktop,10.0,27,Female,100000.0,Silver,3.0,No
TXN049633,CUST03740,2022-08-04,P0090,Product_95,Electronics,840.24,3.0,2520.72,Card,Houston,Mobile,5.0,63,Male,35000.0,Bronze,3.0,No
TXN034730,CUST02617,2021-03-13,P0125,Product_177,Grocery,1006.85,4.0,4027.4,PayPal,Houston,Mobile,5.0,50,Female,125000.0,Silver,4.0,No
TXN071734,CUST01615,2021-10-17,P0181,Product_177,Sports,1637.86,2.0,3275.72,Card,Seattle,Desktop,20.0,66,Non-Binary,100000.0,Silver,3.0,No
TXN058887,CUST02967,2023-11-15,P0044,Product_178,Grocery,548.68,3.0,1646.04,Card,San Francisco,Mobile,20.0,59,Non-Binary,50000.0,Platinum,5.0,No
TXN095294,CUST04370,2023-04-07,P0150,Product_156,Sports,1687.43,4.0,6749.72,Card,Los Angeles,Desktop,5.0,37,Non-Binary,75000.0,Platinum,1.0,No
TXN018653,CUST00190,2022-01-19,P0194,Product_40,Beauty,1763.57,4.0,7054.28,PayPal,New York,Mobile,5.0,26,Male,35000.0,Platinum,3.0,Yes
TXN050536,CUST00442,2021-10-30,P0037,Product_156,Sports,1906.03,2.0,3812.06,Card,Miami,Mobile,20.0,49,Non-Binary,50000.0,Silver,4.0,No
TXN042836,CUST00032,2022-04-03,P0192,Product_128,Electronics,1488.01,3.0,4464.03,Card,Miami,Mobile,5.0,61,Male,75000.0,Gold,2.0,No
TXN005901,CUST04635,2022-08-26,P0063,Product_50,Toys,1840.11,2.0,3680.22,PayPal,Los Angeles,Mobile,0.0,23,Non-Binary,50000.0,Bronze,4.0,No
TXN070832,CUST02408,2021-04-27,P0190,Product_149,Sports,179.83,3.0,539.49,Card,Los Angeles,Mobile,20.0,50,Female,125000.0,Silver,2.0,Yes
TXN037585,CUST01723,2023-11-15,P0143,Product_88,Grocery,1903.06,3.0,5709.18,PayPal,Houston,Desktop,5.0,39,Male,50000.0,Silver,4.0,No
TXN028679,CUST00028,2022-12-25,P0187,Product_2,Fashion,1590.54,3.0,4771.62,PayPal,Seattle,Mobile,5.0,26,Male,125000.0,Bronze,5.0,No
TXN079479,CUST04688,2022-06-04,P0031,Product_69,Books,128.14,2.0,256.28,Card,Chicago,Mobile,20.0,21,Male,75000.0,Bronze,5.0,No
TXN028607,CUST04648,2022-03-05,P0022,Product_93,Electronics,688.37,4.0,2753.48,Card,Miami,Mobile,0.0,34,Non-Binary,75000.0,Platinum,4.0,Yes
TXN073872,CUST02154,2021-01-15,P0072,Product_56,Fashion,633.01,1.0,633.01,Card,Los Angeles,Desktop,20.0,43,Male,50000.0,Bronze,5.0,No
TXN096814,CUST01819,2021-04-06,P0126,Product_99,Books,907.94,4.0,3631.76,Card,New York,Mobile,5.0,64,Female,35000.0,Silver,5.0,No
TXN051272,CUST02919,2023-08-28,P0074,Product_72,Books,1166.23,1.0,1166.23,PayPal,Boston,Desktop,10.0,60,Female,50000.0,Bronze,3.0,No
TXN032369,CUST02558,2022-12-19,P0036,Product_56,Home & Kitchen,1096.99,4.0,4387.96,PayPal,New York,Mobile,0.0,62,Non-Binary,50000.0,Platinum,3.0,Yes
TXN058511,CUST04408,2023-03-09,P0051,Product_48,Sports,912.49,1.0,912.49,Card,Miami,Mobile,0.0,68,Female,35000.0,Bronze,5.0,No
TXN019279,CUST00702,2023-09-04,P0161,Product_55,Toys,70.39,3.0,211.17,PayPal,Los Angeles,Desktop,10.0,25,Female,100000.0,Platinum,5.0,No
TXN014404,CUST00631,2023-09-18,P0052,Product_62,Books,350.31,1.0,350.31,Card,New York,Desktop,20.0,32,Male,125000.0,Silver,4.0,No
TXN074246,CUST04053,2023-09-12,P0166,Product_175,Sports,447.09,4.0,1788.36,Card,San Francisco,Mobile,5.0,48,Male,100000.0,Platinum,4.0,No
TXN029395,CUST03167,2021-08-18,P0047,Product_187,Beauty,239.0,2.0,478.0,Card,San Francisco,Desktop,5.0,40,Female,100000.0,Silver,4.0,No
TXN038652,CUST04919,2022-07-02,P0134,Product_45,Grocery,943.39,1.0,943.39,PayPal,Seattle,Mobile,0.0,68,Non-Binary,75000.0,Platinum,2.0,No
TXN093495,CUST04002,2022-02-15,P0038,Product_116,Beauty,1896.74,3.0,5690.22,PayPal,Boston,Desktop,20.0,60,Male,100000.0,Platinum,5.0,No
TXN038747,CUST02739,2021-11-23,P0158,Product_68,Books,1922.99,3.0,5768.97,Card,Seattle,Desktop,0.0,58,Male,75000.0,Gold,3.0,No
TXN057946,CUST01544,2021-02-15,P0016,Product_172,Toys,80.56,4.0,322.24,Card,Los Angeles,Mobile,10.0,45,Female,35000.0,Gold,2.0,No
TXN031856,CUST01795,2022-04-16,P0175,Product_6,Books,1798.33,1.0,1798.33,Card,San Francisco,Mobile,5.0,32,Male,125000.0,Gold,4.0,No
TXN085548,CUST01650,2023-07-30,P0157,Product_108,Beauty,1850.94,2.0,3701.88,Card,Chicago,Desktop,0.0,63,Non-Binary,75000.0,Silver,2.0,No
TXN024906,CUST02960,2023-11-05,P0141,Product_21,Toys,1083.49,3.0,3250.47,PayPal,Miami,Mobile,5.0,61,Male,50000.0,Platinum,2.0,Yes
TXN082094,CUST02556,2023-02-13,P0156,Product_147,Books,83.49,4.0,333.96,PayPal,Chicago,Desktop,20.0,34,Male,35000.0,Bronze,2.0,No
TXN033008,CUST04174,2021-05-30,P0092,Product_26,Grocery,65.66,4.0,262.64,Card,Los Angeles,Mobile,10.0,49,Female,100000.0,Platinum,4.0,No
TXN042717,CUST01087,2021-03-07,P0011,Product_19,Home & Kitchen,1580.0,1.0,1580.0,Card,Houston,Mobile,5.0,40,Male,100000.0,Silver,1.0,No
TXN075595,CUST02154,2022-11-18,P0152,Product_118,Sports,1692.17,4.0,6768.68,Card,New York,Mobile,10.0,73,Female,35000.0,Gold,2.0,No
TXN054025,CUST02678,2023-06-15,P0181,Product_36,Books,204.01,1.0,204.01,Card,Houston,Mobile,10.0,62,Male,100000.0,Silver,5.0,No
TXN087761,CUST01387,2022-11-19,P0038,Product_159,Books,109.57,2.0,219.14,Card,Los Angeles,Mobile,20.0,55,Non-Binary,50000.0,Bronze,3.0,No
TXN030369,CUST02058,2023-06-08,P0054,Product_135,Electronics,682.36,4.0,2729.44,Card,Chicago,Mobile,10.0,45,Non-Binary,50000.0,Bronze,4.0,No
TXN043417,CUST00652,2023-09-21,P0104,Product_96,Sports,1063.98,2.0,2127.96,Card,Boston,Desktop,5.0,72,Male,100000.0,Platinum,1.0,No
TXN092304,CUST02704,2021-05-26,P0151,Product_43,Books,1362.46,4.0,5449.84,Card,Los Angeles,Desktop,0.0,45,Male,50000.0,Silver,1.0,No
TXN050594,CUST00615,2023-04-09,P0198,Product_5,Sports,1452.91,2.0,2905.82,Card,New York,Desktop,0.0,25,Male,100000.0,Gold,1.0,No
TXN033054,CUST03364,2023-01-01,P0166,Product_128,Beauty,1380.61,4.0,5522.44,Card,Houston,Desktop,10.0,67,Non-Binary,50000.0,Platinum,5.0,No
TXN096243,CUST01201,2021-08-10,P0049,Product_76,Sports,677.97,4.0,2711.88,Card,Chicago,Desktop,10.0,28,Non-Binary,125000.0,Gold,4.0,No
TXN048146,CUST03384,2023-05-08,P0004,Product_91,Fashion,280.33,4.0,1121.32,Card,Chicago,Desktop,20.0,41,Female,50000.0,Platinum,3.0,Yes
TXN026172,CUST01755,2023-10-24,P0168,Product_2,Books,771.53,4.0,3086.12,Card,San Francisco,Desktop,10.0,19,Male,35000.0,Silver,4.0,No
TXN013954,CUST01900,2023-04-16,P0143,Product_76,Electronics,709.09,3.0,2127.27,Card,Miami,Desktop,5.0,69,Male,100000.0,Bronze,5.0,No
TXN073154,CUST02677,2023-07-06,P0132,Product_57,Toys,1921.32,3.0,5763.96,PayPal,Los Angeles,Mobile,0.0,27,Non-Binary,100000.0,Gold,2.0,No
TXN084824,CUST01355,2023-06-24,P0156,Product_87,Fashion,1815.08,2.0,3630.16,Card,Houston,Desktop,20.0,53,Male,35000.0,Silver,4.0,No
TXN085161,CUST02587,2022-09-25,P0021,Product_99,Sports,545.12,3.0,1635.36,PayPal,Miami,Desktop,20.0,46,Male,100000.0,Bronze,1.0,No
TXN098318,CUST04954,2022-04-07,P0021,Product_41,Fashion,1427.31,4.0,5709.24,Card,Seattle,Mobile,20.0,58,Male,35000.0,Platinum,2.0,No
TXN092386,CUST03550,2023-07-08,P0043,Product_65,Toys,636.98,1.0,636.98,Card,Boston,Desktop,0.0,49,Female,50000.0,Platinum,4.0,No
TXN006061,CUST04199,2021-02-05,P0085,Product_149,Books,1923.26,2.0,3846.52,PayPal,San Francisco,Mobile,10.0,32,Non-Binary,50000.0,Platinum,2.0,Yes
TXN003905,CUST01839,2022-05-08,P0136,Product_169,Fashion,1556.33,2.0,3112.66,PayPal,Miami,Mobile,5.0,29,Male,75000.0,Platinum,2.0,No
TXN067799,CUST03798,2021-03-29,P0157,Product_47,Beauty,1535.24,3.0,4605.72,Card,Miami,Mobile,5.0,41,Male,35000.0,Bronze,2.0,No
TXN000444,CUST03427,2023-01-21,P0133,Product_19,Home & Kitchen,1717.32,1.0,1717.32,Card,Chicago,Desktop,20.0,27,Male,100000.0,Bronze,2.0,Yes
TXN009005,CUST01954,2021-01-24,P0141,Product_152,Home & Kitchen,1502.72,4.0,6010.88,PayPal,San Francisco,Mobile,0.0,73,Male,75000.0,Bronze,5.0,No
TXN080688,CUST00988,2023-08-19,P0039,Product_199,Electronics,1302.62,3.0,3907.86,PayPal,Los Angeles,Mobile,10.0,60,Non-Binary,100000.0,Gold,1.0,No
TXN002209,CUST01171,2023-06-03,P0136,Product_164,Fashion,1683.41,2.0,3366.82,Card,New York,Mobile,10.0,26,Male,125000.0,Bronze,5.0,Yes
TXN084316,CUST00712,2023-06-28,P0182,Product_84,Toys,167.34,1.0,167.34,Card,Miami,Desktop,10.0,42,Female,50000.0,Platinum,5.0,No
TXN030962,CUST04767,2022-04-16,P0153,Product_4,Fashion,1250.72,3.0,3752.16,Card,Chicago,Mobile,5.0,23,Non-Binary,125000.0,Bronze,5.0,No
TXN045200,CUST02880,2021-10-22,P0066,Product_169,Grocery,202.65,1.0,202.65,Card,Seattle,Mobile,10.0,22,Male,35000.0,Gold,5.0,No
TXN093982,CUST04369,2022-03-28,P0037,Product_152,Sports,1435.98,4.0,5743.92,Card,Los Angeles,Mobile,20.0,62,Non-Binary,125000.0,Bronze,3.0,No
TXN040177,CUST02944,2021-04-22,P0066,Product_106,Home & Kitchen,1725.82,1.0,1725.82,PayPal,New York,Mobile,5.0,62,Male,125000.0,Bronze,5.0,No
TXN044142,CUST01193,2022-04-12,P0007,Product_179,Fashion,821.74,3.0,2465.22,Card,Los Angeles,Mobile,10.0,67,Male,75000.0,Bronze,2.0,No
TXN022335,CUST04628,2023-08-14,P0129,Product_184,Home & Kitchen,211.82,2.0,423.64,PayPal,New York,Desktop,10.0,44,Non-Binary,50000.0,Silver,4.0,No
TXN023619,CUST04196,2022-12-03,P0145,Product_74,Grocery,180.6,4.0,722.4,PayPal,Los Angeles,Mobile,5.0,51,Female,75000.0,Bronze,5.0,No
TXN091113,CUST04324,2021-02-15,P0020,Product_137,Toys,720.29,2.0,1440.58,Card,San Francisco,Desktop,20.0,35,Male,75000.0,Silver,3.0,Yes
TXN008466,CUST04456,2021-03-02,P0123,Product_161,Beauty,510.14,2.0,1020.28,Card,San Francisco,Mobile,5.0,31,Male,75000.0,Silver,1.0,No
TXN056672,CUST04595,2022-07-10,P0046,Product_131,Books,1448.97,2.0,2897.94,PayPal,Seattle,Mobile,20.0,22,Male,50000.0,Platinum,4.0,No
TXN002253,CUST01643,2023-05-27,P0176,Product_28,Books,385.46,2.0,770.92,Card,Houston,Desktop,0.0,42,Non-Binary,125000.0,Platinum,5.0,No
TXN055374,CUST01346,2022-12-25,P0118,Product_44,Grocery,1076.98,3.0,3230.94,Card,New York,Desktop,5.0,46,Male,35000.0,Bronze,1.0,No
TXN024586,CUST01350,2022-12-31,P0024,Product_98,Beauty,1994.44,2.0,3988.88,PayPal,Boston,Desktop,20.0,19,Non-Binary,35000.0,Platinum,5.0,No
TXN076786,CUST00785,2022-01-24,P0163,Product_24,Sports,801.83,1.0,801.83,PayPal,Chicago,Mobile,10.0,25,Non-Binary,50000.0,Bronze,5.0,No
TXN061891,CUST04758,2021-03-20,P0164,Product_175,Beauty,306.55,2.0,613.1,PayPal,San Francisco,Mobile,10.0,26,Male,75000.0,Bronze,5.0,No
TXN028486,CUST04232,2023-07-29,P0060,Product_155,Home & Kitchen,551.24,1.0,551.24,PayPal,San Francisco,Desktop,10.0,43,Female,50000.0,Bronze,1.0,Yes
TXN002691,CUST02697,2021-07-07,P0119,Product_15,Sports,1176.99,3.0,3530.97,Card,Chicago,Desktop,5.0,56,Male,50000.0,Platinum,2.0,Yes
TXN003320,CUST01515,2021-03-04,P0027,Product_101,Toys,1251.24,3.0,3753.72,Card,New York,Mobile,20.0,41,Male,35000.0,Platinum,2.0,No
TXN012960,CUST02520,2023-04-08,P0026,Product_143,Grocery,1764.86,3.0,5294.58,PayPal,San Francisco,Desktop,5.0,28,Non-Binary,75000.0,Platinum,3.0,No
TXN050936,CUST00593,2021-09-21,P0080,Product_185,Books,1999.55,1.0,1999.55,Card,Boston,Desktop,10.0,58,Non-Binary,50000.0,Gold,2.0,No
TXN058234,CUST02271,2022-03-14,P0184,Product_124,Fashion,1721.59,3.0,5164.77,PayPal,Miami,Mobile,0.0,71,Female,75000.0,Bronze,5.0,No
TXN069867,CUST01238,2022-01-27,P0185,Product_173,Toys,921.24,4.0,3684.96,Card,Houston,Mobile,0.0,74,Non-Binary,75000.0,Silver,5.0,No
TXN008068,CUST04898,2022-07-04,P0162,Product_76,Books,801.35,4.0,3205.4,Card,Los Angeles,Desktop,20.0,39,Female,100000.0,Silver,5.0,No
TXN087732,CUST02638,2022-04-14,P0099,Product_96,Fashion,520.99,2.0,1041.98,PayPal,Boston,Mobile,5.0,47,Non-Binary,35000.0,Bronze,2.0,No
TXN049659,CUST02745,2022-04-27,P0043,Product_171,Books,1459.79,3.0,4379.37,Card,Chicago,Mobile,10.0,51,Female,50000.0,Platinum,4.0,No
TXN023634,CUST00887,2021-03-18,P0105,Product_137,Home & Kitchen,1929.11,1.0,1929.11,Card,Houston,Mobile,5.0,25,Female,75000.0,Gold,4.0,No
TXN009027,CUST01990,2021-09-16,P0191,Product_163,Grocery,1182.93,1.0,1182.93,Card,New York,Mobile,5.0,61,Non-Binary,125000.0,Bronze,2.0,Yes
TXN031352,CUST00069,2023-07-13,P0179,Product_108,Beauty,775.08,4.0,3100.32,Card,Chicago,Mobile,10.0,62,Female,35000.0,Silver,2.0,Yes
TXN030345,CUST00064,2022-06-09,P0063,Product_175,Grocery,1944.61,2.0,3889.22,PayPal,Los Angeles,Desktop,20.0,48,Male,125000.0,Platinum,1.0,No
TXN089378,CUST04101,2023-09-23,P0070,Product_12,Grocery,1871.17,2.0,3742.34,Card,Houston,Desktop,5.0,37,Male,75000.0,Gold,2.0,No
TXN045627,CUST01604,2023-06-17,P0077,Product_176,Home & Kitchen,1851.23,3.0,5553.69,Card,San Francisco,Desktop,20.0,37,Non-Binary,125000.0,Platinum,5.0,No
TXN056768,CUST00682,2022-06-01,P0172,Product_185,Fashion,590.92,2.0,1181.84,Card,Houston,Mobile,5.0,48,Male,50000.0,Silver,2.0,No
TXN025455,CUST01002,2022-05-09,P0163,Product_138,Electronics,1208.58,3.0,3625.74,Card,Chicago,Desktop,5.0,22,Female,50000.0,Bronze,1.0,No
TXN018909,CUST04388,2022-04-22,P0097,Product_7,Electronics,650.76,2.0,1301.52,Card,Houston,Mobile,10.0,41,Male,35000.0,Platinum,5.0,No
TXN070257,CUST04494,2022-11-10,P0039,Product_165,Grocery,489.09,1.0,489.09,Card,Chicago,Desktop,5.0,48,Male,35000.0,Silver,4.0,No
TXN083327,CUST02812,2023-12-19,P0002,Product_5,Beauty,338.12,2.0,676.24,Card,San Francisco,Mobile,0.0,20,Female,50000.0,Platinum,3.0,No
TXN064239,CUST00172,2021-09-15,P0088,Product_73,Grocery,1234.42,3.0,3703.26,Card,Boston,Desktop,10.0,32,Male,75000.0,Platinum,1.0,No
TXN022863,CUST04429,2022-06-03,P0028,Product_101,Home & Kitchen,972.61,3.0,2917.83,PayPal,Chicago,Desktop,20.0,53,Female,35000.0,Bronze,1.0,No
TXN089329,CUST00830,2021-04-16,P0108,Product_148,Electronics,618.75,4.0,2475.0,PayPal,Los Angeles,Desktop,5.0,38,Male,35000.0,Bronze,1.0,No
TXN034693,CUST02738,2023-09-15,P0149,Product_195,Electronics,1169.44,1.0,1169.44,PayPal,San Francisco,Desktop,20.0,50,Female,125000.0,Silver,3.0,No
TXN077212,CUST04097,2021-10-07,P0179,Product_120,Sports,1584.82,4.0,6339.28,Card,Chicago,Desktop,10.0,71,Non-Binary,100000.0,Gold,1.0,No
TXN066306,CUST04239,2021-08-14,P0029,Product_11,Beauty,717.37,1.0,717.37,Card,Houston,Mobile,0.0,66,Male,125000.0,Platinum,1.0,No
TXN054762,CUST01910,2023-02-10,P0120,Product_11,Books,1880.72,4.0,7522.88,PayPal,Chicago,Mobile,0.0,25,Non-Binary,50000.0,Bronze,4.0,No
TXN008347,CUST02878,2022-06-27,P0098,Product_111,Electronics,1166.06,1.0,1166.06,Card,Chicago,Desktop,0.0,70,Non-Binary,75000.0,Gold,4.0,No
TXN020071,CUST00527,2021-12-09,P0193,Product_198,Beauty,1204.75,3.0,3614.25,Card,Boston,Desktop,10.0,59,Non-Binary,100000.0,Bronze,3.0,No
TXN077349,CUST01707,2022-12-27,P0140,Product_179,Electronics,1605.26,2.0,3210.52,Card,New York,Mobile,5.0,61,Female,125000.0,Platinum,5.0,No
TXN087501,CUST02171,2023-06-24,P0147,Product_168,Books,484.51,2.0,969.02,PayPal,Seattle,Desktop,5.0,72,Non-Binary,125000.0,Bronze,4.0,Yes
TXN011582,CUST03394,2021-11-27,P0164,Product_20,Sports,1763.94,4.0,7055.76,PayPal,Boston,Desktop,0.0,21,Female,125000.0,Silver,4.0,No
TXN040753,CUST01557,2021-01-14,P0161,Product_171,Grocery,1009.36,1.0,1009.36,Card,Miami,Mobile,20.0,24,Female,35000.0,Silver,4.0,No
TXN027080,CUST01546,2022-07-26,P0112,Product_123,Toys,1685.71,1.0,1685.71,Card,San Francisco,Mobile,10.0,39,Non-Binary,50000.0,Platinum,3.0,No
TXN000525,CUST00258,2022-03-26,P0050,Product_126,Fashion,1709.48,2.0,3418.96,Card,Miami,Mobile,5.0,47,Non-Binary,100000.0,Gold,4.0,No
TXN061167,CUST01405,2022-07-25,P0165,Product_55,Beauty,1192.64,4.0,4770.56,Card,Houston,Desktop,20.0,18,Non-Binary,50000.0,Silver,3.0,No
TXN033455,CUST03078,2022-11-22,P0195,Product_164,Electronics,1355.98,2.0,2711.96,PayPal,San Francisco,Desktop,20.0,66,Female,75000.0,Gold,2.0,No
TXN035894,CUST04161,2021-05-22,P0146,Product_103,Grocery,1721.74,2.0,3443.48,PayPal,Houston,Desktop,5.0,40,Male,35000.0,Silver,3.0,No
TXN017861,CUST03638,2023-12-07,P0070,Product_138,Home & Kitchen,1604.2,4.0,6416.8,PayPal,New York,Desktop,20.0,56,Male,125000.0,Platinum,2.0,Yes
TXN028035,CUST01307,2023-05-08,P0092,Product_5,Books,34.95,2.0,69.9,Card,Houston,Mobile,0.0,52,Male,35000.0,Gold,4.0,No
TXN048495,CUST04724,2022-11-15,P0011,Product_7,Books,1246.1,4.0,4984.4,Card,Chicago,Mobile,5.0,34,Male,100000.0,Platinum,2.0,No
TXN066834,CUST01625,2021-11-21,P0046,Product_96,Books,1262.26,1.0,1262.26,Card,Houston,Mobile,5.0,58,Non-Binary,50000.0,Platinum,2.0,No
TXN011200,CUST01315,2023-01-09,P0156,Product_104,Fashion,1830.44,1.0,1830.44,Card,Houston,Mobile,0.0,74,Non-Binary,35000.0,Silver,5.0,No
TXN028955,CUST03775,2021-04-15,P0176,Product_92,Fashion,1082.09,1.0,1082.09,PayPal,Seattle,Mobile,10.0,39,Non-Binary,35000.0,Silver,5.0,Yes
TXN070070,CUST02553,2022-08-13,P0160,Product_68,Grocery,1253.22,1.0,1253.22,Card,Chicago,Mobile,5.0,32,Non-Binary,100000.0,Bronze,1.0,No
